Order ID,Customer_Name,Category,Sub_Category,Sales,Quantity,Profit,City,State,Total_Amount,Order_Category
US-2016-105578,Maribeth Yedwab,Furniture,Chairs,801.568,2,50.098,Parker,Colorado,1603.14,High Value
CA-2015-145352,Christopher Martinez,Office Supplies,Binders,6354.95,5,3177.475,Atlanta,Georgia,31774.75,High Value
CA-2017-127432,Alan Dominguez,Technology,Copiers,2999.95,5,1379.977,Great Falls,Montana,14999.75,High Value
CA-2017-127432,Alan Dominguez,Office Supplies,Storage,1126.02,3,56.301,Great Falls,Montana,3378.06,High Value
CA-2017-113558,Patricia Hirasaki,Furniture,Chairs,683.952,3,42.747,Lakeland,Florida,2051.86,High Value
US-2015-138303,Mike Gockenbach,Office Supplies,Supplies,666.248,1,-149.9058,Philadelphia,Pennsylvania,666.25,Regular
CA-2016-168753,Rob Lucas,Technology,Phones,979.95,5,274.386,Montgomery,Alabama,4899.75,High Value
US-2015-120161,Liz MacKendrick,Office Supplies,Storage,646.776,9,-145.5246,Springfield,Ohio,5820.98,High Value
CA-2016-136406,Bill Donatelli,Furniture,Chairs,1121.568,2,0.0,San Francisco,California,2243.14,High Value
CA-2017-100650,Dean Katz,Office Supplies,Storage,1295.78,2,310.9872,Anaheim,California,2591.56,High Value
CA-2016-113243,Olvera Toch,Furniture,Tables,1335.68,4,-217.048,Los Angeles,California,5342.72,High Value
CA-2014-131450,Lena Radford,Technology,Copiers,1199.976,3,434.9913,San Diego,California,3599.93,High Value
CA-2016-121223,Giulietta Dortch,Technology,Phones,728.946,9,-157.9383,Philadelphia,Pennsylvania,6560.51,High Value
CA-2015-138009,Sylvia Foulston,Office Supplies,Appliances,555.21,5,178.901,Dearborn,Michigan,2776.05,High Value
CA-2015-138009,Sylvia Foulston,Office Supplies,Storage,523.48,4,130.87,Dearborn,Michigan,2093.92,High Value
CA-2016-115917,Rick Bensley,Furniture,Furnishings,1049.2,5,272.792,Vallejo,California,5246.0,High Value
US-2016-156097,Eugene Hildebrand,Furniture,Chairs,701.372,2,-50.098,Aurora,Illinois,1402.74,High Value
CA-2015-146563,Cassandra Brandow,Office Supplies,Storage,999.432,7,124.929,Arlington,Texas,6996.02,High Value
CA-2015-146563,Cassandra Brandow,Office Supplies,Storage,724.08,14,-135.765,Arlington,Texas,10137.12,High Value
CA-2015-146563,Cassandra Brandow,Furniture,Tables,918.785,5,-118.1295,Arlington,Texas,4593.93,High Value
US-2017-168116,Grant Thornton,Technology,Machines,7999.98,4,-3839.9904,Burlington,North Carolina,31999.92,High Value
CA-2014-112158,David Philippe,Furniture,Bookcases,883.92,5,-110.49,New York City,New York,4419.6,High Value
CA-2016-142335,Michael Paige,Furniture,Tables,1652.94,3,231.4116,Detroit,Michigan,4958.82,High Value
US-2016-150861,Emily Grady,Furniture,Chairs,542.646,3,102.4998,Oceanside,New York,1627.94,High Value
CA-2014-124429,Maya Herman,Furniture,Tables,567.12,10,-28.356,San Diego,California,5671.2,High Value
CA-2016-110499,Yoseph Carroll,Technology,Copiers,1199.976,3,374.9925,San Francisco,California,3599.93,High Value
CA-2014-162775,Chris Selesnick,Technology,Accessories,646.74,6,258.696,Bossier City,Louisiana,3880.44,High Value
CA-2014-162775,Chris Selesnick,Office Supplies,Storage,572.58,6,34.3548,Bossier City,Louisiana,3435.48,High Value
CA-2016-157245,Laurel Elliston,Furniture,Chairs,641.96,2,179.7488,Arlington,Virginia,1283.92,High Value
CA-2015-144267,Nick Zandusky,Furniture,Chairs,544.008,3,40.8006,San Francisco,California,1632.02,High Value
CA-2016-105256,Joe Kamberova,Technology,Phones,1363.96,5,85.2475,Asheville,North Carolina,6819.8,High Value
CA-2014-134313,Russell Applegate,Technology,Phones,1983.968,4,247.996,Denver,Colorado,7935.87,High Value
CA-2014-151995,Zuschuss Carroll,Furniture,Tables,1298.55,5,311.652,Edmonds,Washington,6492.75,High Value
CA-2017-143686,Pauline Johnson,Technology,Accessories,1399.93,7,601.9699,Santa Ana,California,9799.51,High Value
CA-2014-140858,Cynthia Arntzen,Furniture,Chairs,1228.465,5,0.0,Philadelphia,Pennsylvania,6142.33,High Value
CA-2016-158099,Paul Knutson,Office Supplies,Binders,1141.47,5,-760.98,Philadelphia,Pennsylvania,5707.35,High Value
CA-2017-111689,Harold Pawlan,Furniture,Chairs,1242.9,5,262.39,New York City,New York,6214.5,High Value
CA-2017-133256,Tracy Hopkins,Technology,Phones,543.92,8,135.98,Detroit,Michigan,4351.36,High Value
CA-2017-137596,Bill Eplett,Technology,Phones,1199.8,4,323.946,Jackson,Michigan,4799.2,High Value
CA-2017-137596,Bill Eplett,Technology,Accessories,1928.78,7,829.3754,Jackson,Michigan,13501.46,High Value
US-2014-141215,Kelly Lampkin,Furniture,Chairs,797.944,4,-56.996,San Antonio,Texas,3191.78,High Value
CA-2016-149797,Adam Hart,Office Supplies,Binders,841.568,2,294.5488,New York City,New York,1683.14,High Value
CA-2016-142958,Rob Williams,Furniture,Tables,1114.272,4,41.7852,Torrance,California,4457.09,High Value
CA-2015-120880,John Lucas,Office Supplies,Storage,540.57,3,140.5482,Seattle,Washington,1621.71,High Value
US-2017-110576,Ross Baird,Furniture,Furnishings,516.488,7,-12.9122,Philadelphia,Pennsylvania,3615.42,High Value
US-2017-110576,Ross Baird,Furniture,Furnishings,1007.232,6,75.5424,Philadelphia,Pennsylvania,6043.39,High Value
US-2017-110576,Ross Baird,Furniture,Tables,2065.32,12,-619.596,Philadelphia,Pennsylvania,24783.84,High Value
CA-2017-135279,Bryan Spruell,Office Supplies,Storage,501.81,3,0.0,New York City,New York,1505.43,High Value
CA-2017-159366,Bart Watters,Technology,Machines,3059.982,2,679.996,Detroit,Michigan,6119.96,High Value
CA-2016-144939,Emily Burns,Furniture,Chairs,599.292,6,93.2232,New York City,New York,3595.75,High Value
CA-2014-163419,Tracy Zic,Technology,Phones,559.984,2,55.9984,Louisville,Colorado,1119.97,High Value
CA-2014-163419,Tracy Zic,Furniture,Chairs,603.92,5,75.49,Louisville,Colorado,3019.6,High Value
CA-2017-167899,John Grady,Furniture,Furnishings,520.05,5,72.807,Auburn,New York,2600.25,High Value
CA-2015-153549,Sara Luxemburg,Furniture,Chairs,1166.92,5,131.2785,Jacksonville,Florida,5834.6,High Value
CA-2014-117639,Mitch Willingham,Office Supplies,Binders,2715.93,7,1276.4871,Virginia Beach,Virginia,19011.51,High Value
CA-2014-117639,Mitch Willingham,Technology,Phones,617.97,3,173.0316,Virginia Beach,Virginia,1853.91,High Value
CA-2015-124891,Rick Hansen,Technology,Accessories,2309.65,7,762.1845,New York City,New York,16167.55,High Value
CA-2015-124891,Rick Hansen,Furniture,Tables,1090.782,7,-290.8752,New York City,New York,7635.47,High Value
US-2015-126214,John Stevenson,Furniture,Tables,1618.37,13,356.0414,Seattle,Washington,21038.81,High Value
CA-2015-108665,Kalyca Meade,Office Supplies,Storage,601.65,5,156.429,New York City,New York,3008.25,High Value
CA-2015-124450,Greg Tran,Furniture,Chairs,1267.53,3,316.8825,Washington,District of Columbia,3802.59,High Value
CA-2015-124450,Greg Tran,Technology,Machines,1379.92,8,648.5624,Washington,District of Columbia,11039.36,High Value
CA-2014-163552,Laura Armstrong,Furniture,Chairs,854.94,3,213.735,Hackensack,New Jersey,2564.82,High Value
CA-2016-127670,Robert Dilbeck,Furniture,Tables,697.16,4,146.4036,Saint Peters,Missouri,2788.64,High Value
CA-2016-102981,Mary O'Rourke,Furniture,Bookcases,722.352,3,90.294,New York City,New York,2167.06,High Value
CA-2016-169103,Zuschuss Carroll,Technology,Phones,1363.96,5,85.2475,Miami,Florida,6819.8,High Value
CA-2014-139192,Lena Creighton,Technology,Phones,1113.504,12,125.2692,San Francisco,California,13362.05,High Value
CA-2015-110016,Bill Tyler,Furniture,Chairs,1106.91,9,121.7601,Detroit,Michigan,9962.19,High Value
US-2016-143819,Karen Daniels,Furniture,Tables,836.592,8,-264.9208,Yonkers,New York,6692.74,High Value
US-2016-143819,Karen Daniels,Technology,Machines,4899.93,7,2400.9657,Yonkers,New York,34299.51,High Value
CA-2015-142755,Christine Sundaresam,Technology,Accessories,619.95,5,111.591,Roswell,Georgia,3099.75,High Value
US-2014-147627,Hunter Lopez,Technology,Phones,699.93,7,181.9818,Jonesboro,Arkansas,4899.51,High Value
US-2014-147627,Hunter Lopez,Furniture,Chairs,1067.94,3,224.2674,Jonesboro,Arkansas,3203.82,High Value
CA-2014-146969,Arthur Prichep,Technology,Machines,686.32,2,223.054,Los Angeles,California,1372.64,High Value
CA-2015-112452,Nat Carroll,Office Supplies,Appliances,644.076,2,107.346,Lansing,Michigan,1288.15,High Value
CA-2015-112452,Nat Carroll,Technology,Copiers,599.98,2,209.993,Lansing,Michigan,1199.96,High Value
CA-2014-136567,Penelope Sewall,Furniture,Tables,2244.48,7,493.7856,Harrisonburg,Virginia,15711.36,High Value
CA-2014-128146,Dave Brooks,Technology,Phones,1322.93,7,357.1911,Lakewood,New Jersey,9260.51,High Value
CA-2017-117212,Bradley Talbott,Technology,Phones,889.536,8,66.7152,Los Angeles,California,7116.29,High Value
CA-2017-117212,Bradley Talbott,Furniture,Chairs,892.224,3,89.2224,Los Angeles,California,2676.67,High Value
CA-2016-130946,Zuschuss Carroll,Office Supplies,Binders,1088.792,4,-1850.9464,Houston,Texas,4355.17,High Value
CA-2016-114727,Linda Southworth,Furniture,Chairs,544.008,3,40.8006,Denver,Colorado,1632.02,High Value
CA-2016-114727,Linda Southworth,Furniture,Chairs,854.352,3,10.6794,Denver,Colorado,2563.06,High Value
CA-2016-114727,Linda Southworth,Office Supplies,Storage,593.568,2,0.0,Denver,Colorado,1187.14,High Value
CA-2016-137050,Steven Ward,Furniture,Bookcases,579.136,4,21.7176,New York City,New York,2316.54,High Value
US-2017-118087,Stefania Perrino,Technology,Phones,1931.958,7,-386.3916,Philadelphia,Pennsylvania,13523.71,High Value
CA-2016-153682,Brooke Gillingham,Technology,Copiers,839.988,2,69.999,Cincinnati,Ohio,1679.98,High Value
CA-2014-168494,Nora Preis,Furniture,Tables,764.688,6,95.586,Fresno,California,4588.13,High Value
CA-2014-168494,Nora Preis,Furniture,Tables,3610.848,12,135.4068,Fresno,California,43330.18,High Value
CA-2017-115602,Doug Jacobs,Furniture,Chairs,1141.938,9,139.5702,New York City,New York,10277.44,High Value
CA-2017-115602,Doug Jacobs,Office Supplies,Appliances,1704.56,13,511.368,New York City,New York,22159.28,High Value
CA-2015-154956,Irene Maddox,Technology,Phones,1099.96,4,285.9896,Milwaukee,Wisconsin,4399.84,High Value
US-2016-168620,Ross Baird,Office Supplies,Storage,540.048,3,-47.2542,Charlotte,North Carolina,1620.14,High Value
CA-2017-117079,Jocasta Rupert,Technology,Phones,863.88,3,107.985,Jacksonville,Florida,2591.64,High Value
CA-2015-138898,Justin Hirsh,Office Supplies,Appliances,845.728,13,84.5728,Pueblo,Colorado,10994.46,High Value
CA-2016-137043,Logan Currie,Furniture,Furnishings,572.76,6,166.1004,Springfield,Virginia,3436.56,High Value
CA-2016-145919,Henry Goldwyn,Office Supplies,Supplies,579.3,5,28.965,Los Angeles,California,2896.5,High Value
CA-2014-160773,Laurel Workman,Technology,Phones,575.92,2,71.99,Deltona,Florida,1151.84,High Value
CA-2016-122133,Jim Radford,Office Supplies,Storage,552.56,4,0.0,Middletown,Connecticut,2210.24,High Value
CA-2017-100524,Chad McGuire,Technology,Phones,677.58,3,176.1708,New York City,New York,2032.74,High Value
CA-2017-113481,Aaron Smayling,Technology,Machines,695.7,2,-27.828,Jacksonville,North Carolina,1391.4,High Value
US-2017-155425,Ann Blume,Furniture,Chairs,899.136,4,-146.1096,Tucson,Arizona,3596.54,High Value
US-2015-103471,Jim Radford,Furniture,Bookcases,590.058,7,-786.744,Colorado Springs,Colorado,4130.41,High Value
CA-2015-120362,Christina Anderson,Furniture,Tables,912.75,5,118.6575,Provo,Utah,4563.75,High Value
CA-2014-126361,Valerie Dominguez,Office Supplies,Appliances,1089.75,3,305.13,Pleasant Grove,Utah,3269.25,High Value
US-2017-117247,Cyma Kinney,Furniture,Tables,652.45,5,-430.617,Aurora,Illinois,3262.25,High Value
CA-2015-126697,Stuart Van,Technology,Phones,946.344,7,118.293,Houston,Texas,6624.41,High Value
CA-2014-120768,Irene Maddox,Furniture,Chairs,1819.86,14,163.7874,Florence,Alabama,25478.04,High Value
CA-2015-139731,Joel Eaton,Furniture,Chairs,2453.43,5,-350.49,Amarillo,Texas,12267.15,High Value
CA-2016-133725,Ken Lonsdale,Technology,Phones,1979.928,9,148.4946,Chicago,Illinois,17819.35,High Value
CA-2016-133711,Mark Cousins,Technology,Machines,3040.0,8,1459.2,Mobile,Alabama,24320.0,High Value
CA-2016-152289,Linda Cazamias,Furniture,Chairs,1024.716,6,-29.2776,Pasadena,Texas,6148.3,High Value
CA-2017-139199,Damala Kotsonis,Furniture,Chairs,872.94,3,226.9644,Detroit,Michigan,2618.82,High Value
CA-2015-140410,Corinna Mitchell,Technology,Phones,1212.848,7,106.1242,Los Angeles,California,8489.94,High Value
CA-2017-166436,Todd Sumrall,Furniture,Chairs,977.292,6,173.7408,New York City,New York,5863.75,High Value
CA-2017-130386,Nathan Gelder,Office Supplies,Storage,540.048,3,-47.2542,Austin,Texas,1620.14,High Value
CA-2015-153388,Pauline Chand,Furniture,Tables,1004.976,6,-175.8708,Los Angeles,California,6029.86,High Value
CA-2017-148446,Michael Chen,Furniture,Tables,1669.6,4,116.872,North Las Vegas,Nevada,6678.4,High Value
CA-2017-121888,Carl Ludwig,Furniture,Bookcases,782.94,3,203.5644,Everett,Massachusetts,2348.82,High Value
CA-2014-150245,Pamela Coakley,Furniture,Bookcases,1573.488,7,196.686,Watertown,New York,11014.42,High Value
CA-2014-134278,Emily Phan,Technology,Copiers,559.992,1,174.9975,New York City,New York,559.99,Regular
US-2017-102890,Sheri Gordon,Furniture,Tables,1044.63,5,-295.9785,New York City,New York,5223.15,High Value
US-2014-157385,Sanjit Chand,Furniture,Chairs,603.92,5,-67.941,Los Angeles,California,3019.6,High Value
CA-2014-101602,Mick Crebagga,Furniture,Chairs,763.28,5,-21.808,El Paso,Texas,3816.4,High Value
CA-2015-131338,Naresj Patel,Office Supplies,Binders,1217.568,2,456.588,New York City,New York,2435.14,High Value
CA-2015-131338,Naresj Patel,Technology,Phones,979.95,5,274.386,New York City,New York,4899.75,High Value
CA-2017-132234,Maribeth Yedwab,Furniture,Furnishings,547.3,13,175.136,New York City,New York,7114.9,High Value
CA-2017-138380,Yana Sorensen,Office Supplies,Storage,1000.02,7,290.0058,Oakland,California,7000.14,High Value
CA-2017-108560,Jenna Caffey,Office Supplies,Labels,786.48,8,385.3752,Kent,Washington,6291.84,High Value
CA-2015-157084,James Galang,Technology,Phones,675.96,5,84.495,Los Angeles,California,3379.8,High Value
CA-2015-157084,James Galang,Technology,Accessories,1265.85,3,556.974,Los Angeles,California,3797.55,High Value
CA-2015-164539,Philisse Overcash,Office Supplies,Appliances,523.25,5,141.2775,New York City,New York,2616.25,High Value
CA-2015-143119,Marc Crier,Furniture,Chairs,517.5,6,155.25,Lafayette,Louisiana,3105.0,High Value
CA-2016-106530,Clay Ludtke,Office Supplies,Storage,1006.056,3,88.0299,Cleveland,Ohio,3018.17,High Value
CA-2014-168984,Natalie Webber,Office Supplies,Storage,669.08,5,-167.27,Tigard,Oregon,3345.4,High Value
CA-2015-111829,Fred Hopkins,Office Supplies,Storage,1247.64,3,349.3392,Seattle,Washington,3742.92,High Value
CA-2015-111829,Fred Hopkins,Technology,Copiers,3149.93,7,1480.4671,Seattle,Washington,22049.51,High Value
CA-2017-144526,Quincy Jones,Technology,Phones,677.58,5,-158.102,Philadelphia,Pennsylvania,3387.9,High Value
US-2015-157154,Michael Moore,Furniture,Tables,1018.104,4,-373.3048,New York City,New York,4072.42,High Value
CA-2014-142839,Troy Staebel,Furniture,Tables,853.092,6,-227.4912,Philadelphia,Pennsylvania,5118.55,High Value
CA-2014-135657,Steven Cartwright,Furniture,Tables,515.88,6,113.4936,Seattle,Washington,3095.28,High Value
CA-2015-114069,Natalie DeCherney,Furniture,Chairs,1931.04,9,321.84,New York City,New York,17379.36,High Value
CA-2017-123491,Jamie Kunitz,Office Supplies,Appliances,1702.12,14,510.636,San Francisco,California,23829.68,High Value
US-2017-124968,Michelle Moray,Furniture,Tables,765.625,7,-566.5625,Chicago,Illinois,5359.38,High Value
US-2017-164056,Filia McAdams,Furniture,Tables,1048.35,5,-69.89,Dublin,Ohio,5241.75,High Value
CA-2017-116715,Victoria Wilson,Office Supplies,Storage,559.62,9,151.0974,San Francisco,California,5036.58,High Value
CA-2015-135622,Tonja Turnell,Technology,Phones,1718.4,6,150.36,Fort Worth,Texas,10310.4,High Value
CA-2015-154326,Roy Phan,Technology,Phones,699.98,2,195.9944,Kenosha,Wisconsin,1399.96,High Value
CA-2014-120474,Resi P�lking,Furniture,Chairs,2807.84,8,673.8816,Madison,Wisconsin,22462.72,High Value
CA-2017-158379,Joseph Airdo,Office Supplies,Supplies,4663.736,7,-1049.3406,Philadelphia,Pennsylvania,32646.15,High Value
US-2016-116729,Grace Kelly,Technology,Phones,2575.944,7,257.5944,Los Angeles,California,18031.61,High Value
CA-2014-132612,Frank Olsen,Furniture,Tables,1441.3,7,245.021,Harrisonburg,Virginia,10089.1,High Value
CA-2016-109344,Cathy Hwang,Technology,Phones,1127.976,3,126.8973,Raleigh,North Carolina,3383.93,High Value
CA-2014-103373,Bruce Stewart,Technology,Phones,779.796,2,-168.9558,Cleveland,Ohio,1559.59,High Value
CA-2017-145884,Sara Luxemburg,Technology,Phones,1439.92,8,374.3792,Muskogee,Oklahoma,11519.36,High Value
CA-2017-162691,Aaron Smayling,Technology,Machines,1439.982,3,-263.9967,Austin,Texas,4319.95,High Value
CA-2017-122693,Nicole Hansen,Office Supplies,Appliances,1245.86,7,361.2994,Roswell,Georgia,8721.02,High Value
CA-2015-160472,Ralph Kennedy,Technology,Accessories,831.2,5,124.68,South Bend,Indiana,4156.0,High Value
US-2016-100839,Noah Childs,Furniture,Tables,727.45,5,-465.568,Aurora,Colorado,3637.25,High Value
CA-2014-116932,Michelle Ellison,Furniture,Chairs,801.568,2,50.098,San Francisco,California,1603.14,High Value
CA-2015-109512,Luke Foster,Office Supplies,Storage,563.4,4,67.608,New York City,New York,2253.6,High Value
CA-2017-141789,Amy Cox,Office Supplies,Binders,1793.98,2,843.1706,Minneapolis,Minnesota,3587.96,High Value
CA-2014-169775,Ryan Akin,Office Supplies,Binders,505.176,4,-336.784,Miami,Florida,2020.7,High Value
CA-2017-154410,Michael Dominguez,Office Supplies,Storage,909.12,8,9.0912,Indianapolis,Indiana,7272.96,High Value
CA-2017-121503,Frank Hawley,Technology,Machines,597.132,3,49.761,Houston,Texas,1791.4,High Value
US-2017-111423,Edward Hooks,Office Supplies,Binders,895.92,5,302.373,Watertown,New York,4479.6,High Value
CA-2016-156685,Scot Coram,Technology,Phones,863.64,9,107.955,Arlington,Texas,7772.76,High Value
US-2017-101539,Valerie Mitchum,Technology,Phones,659.976,3,49.4982,Seattle,Washington,1979.93,High Value
CA-2016-112109,Joe Elijah,Furniture,Chairs,662.88,3,74.574,Broomfield,Colorado,1988.64,High Value
CA-2017-157987,Ann Chong,Furniture,Chairs,1282.41,5,213.735,New York City,New York,6412.05,High Value
CA-2014-110408,Alan Schoenberger,Technology,Phones,1394.95,5,362.687,Montgomery,Alabama,6974.75,High Value
CA-2014-110408,Alan Schoenberger,Furniture,Chairs,545.88,6,70.9644,Montgomery,Alabama,3275.28,High Value
CA-2016-112669,Kean Takahito,Furniture,Chairs,933.536,4,105.0228,Glendale,Arizona,3734.14,High Value
CA-2016-147417,Christy Brittain,Technology,Copiers,1439.976,4,191.9968,Columbus,Ohio,5759.9,High Value
CA-2015-127509,Adam Shillingsburg,Furniture,Tables,1024.38,7,215.1198,Springfield,Missouri,7170.66,High Value
CA-2016-145905,Anne McFarland,Office Supplies,Storage,900.08,4,117.0104,Auburn,Alabama,3600.32,High Value
CA-2016-168354,Rick Huthwaite,Office Supplies,Storage,1606.23,9,481.869,Providence,Rhode Island,14456.07,High Value
CA-2016-168354,Rick Huthwaite,Furniture,Chairs,872.32,4,244.2496,Providence,Rhode Island,3489.28,High Value
